2010,"<UNKNOWN>","<UNKNOWN>","Emergency Room",0,2
2010,"<UNKNOWN>","COMMERCIAL","Emergency Room",0,17
2010,"<UNKNOWN>","FAMILY HEALTH PLUS","Emergency Room",0,4
2010,"<UNKNOWN>","MEDICAID","Emergency Room",0,31
2010,"<UNKNOWN>","MEDICARE","Emergency Room",0,1
2010,"ALBANY","<UNKNOWN>","Emergency Room",0,25
2010,"ALBANY","COMMERCIAL","Emergency Room",0,1061
2010,"ALBANY","MEDICAID","Emergency Room",0,11
2010,"ALBANY","MEDICARE","Emergency Room",0,32
2010,"ALBANY","SSA","Emergency Room",0,39
2010,"ALLEGANY","<UNKNOWN>","Emergency Room",0,33
2010,"ALLEGANY","CHILD HEALTH PLUS","Emergency Room",0,158
2010,"ALLEGANY","COMMERCIAL","Emergency Room",0,1697
2010,"ALLEGANY","FAMILY HEALTH PLUS","Emergency Room",0,445
2010,"ALLEGANY","HEALTHY NEW YORK","Emergency Room",0,83
2010,"ALLEGANY","MEDICAID","Emergency Room",0,2268
2010,"ALLEGANY","MEDICAID","Emergency Room",1,1
2010,"ALLEGANY","MEDICARE","Emergency Room",0,225
2010,"ALLEGANY","SSA","Emergency Room",0,10
2010,"ALLEGANY","VALUMED","Emergency Room",0,6
2010,"BRONX","<UNKNOWN>","Emergency Room",0,3
2010,"BRONX","COMMERCIAL","Emergency Room",0,41
2010,"BRONX","MEDICAID","Emergency Room",0,7
2010,"BROOME","<UNKNOWN>","Emergency Room",0,86
2010,"BROOME","CHILD HEALTH PLUS","Emergency Room",0,1824
2010,"BROOME","COMMERCIAL","Emergency Room",0,26871
2010,"BROOME","COMMERCIAL","Emergency Room",1,5
2010,"BROOME","DIRECT PAY HMO","Emergency Room",0,4
2010,"BROOME","DIRECT PAY POS","Emergency Room",0,5
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",0,2694
2010,"BROOME","FAMILY HEALTH PLUS","Emergency Room",1,5
2010,"BROOME","HEALTHY NEW YORK","Emergency Room",0,261
2010,"BROOME","MEDICAID","Emergency Room",0,29302
2010,"BROOME","MEDICAID","Emergency Room",1,17
2010,"BROOME","MEDICARE","Emergency Room",0,5295
2010,"BROOME","MEDICARE","Emergency Room",1,2
2010,"BROOME","SSA","Emergency Room",0,338
2010,"BROOME","VALUMED","Emergency Room",0,19
2010,"CATTARAUGUS","<UNKNOWN>","Emergency Room",0,37
2010,"CATTARAUGUS","CHILD HEALTH PLUS","Emergency Room",0,282
2010,"CATTARAUGUS","COMMERCIAL","Emergency Room",0,1582
2010,"CATTARAUGUS","FAMILY HEALTH PLUS","Emergency Room",0,576
2010,"CATTARAUGUS","HEALTHY NEW YORK","Emergency Room",0,238
2010,"CATTARAUGUS","MEDICAID","Emergency Room",0,3241
2010,"CATTARAUGUS","MEDICARE","Emergency Room",0,667
2010,"CATTARAUGUS","SSA","Emergency Room",0,3
2010,"CATTARAUGUS","VALUMED","Emergency Room",0,2
2010,"CAYUGA","<UNKNOWN>","Emergency Room",0,27
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",0,753
2010,"CAYUGA","CHILD HEALTH PLUS","Emergency Room",1,2
2010,"CAYUGA","COMMERCIAL","Emergency Room",0,9196
2010,"CAYUGA","COMMERCIAL","Emergency Room",1,3
2010,"CAYUGA","DIRECT PAY POS","Emergency Room",0,8
2010,"CAYUGA","HEALTHY NEW YORK","Emergency Room",0,99
2010,"CAYUGA","MEDICAID","Emergency Room",0,28
2010,"CAYUGA","MEDICARE","Emergency Room",0,1190
2010,"CAYUGA","SSA","Emergency Room",0,164
2010,"CAYUGA","VALUMED","Emergency Room",0,8
2010,"CHAUTAUQUA","<UNKNOWN>","Emergency Room",0,42
2010,"CHAUTAUQUA","CHILD HEALTH PLUS","Emergency Room",0,77
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",0,4864
2010,"CHAUTAUQUA","COMMERCIAL","Emergency Room",1,1
2010,"CHAUTAUQUA","DIRECT PAY HMO","Emergency Room",0,8
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",0,111
2010,"CHAUTAUQUA","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHAUTAUQUA","HEALTHY NEW YORK","Emergency Room",0,356
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",0,1118
2010,"CHAUTAUQUA","MEDICAID","Emergency Room",1,1
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",0,2320
2010,"CHAUTAUQUA","MEDICARE","Emergency Room",1,1
2010,"CHAUTAUQUA","SSA","Emergency Room",0,15
2010,"CHAUTAUQUA","VALUMED","Emergency Room",0,5
2010,"CHEMUNG","<UNKNOWN>","Emergency Room",0,58
2010,"CHEMUNG","CHILD HEALTH PLUS","Emergency Room",0,849
2010,"CHEMUNG","COMMERCIAL","Emergency Room",0,11154
2010,"CHEMUNG","COMMERCIAL","Emergency Room",1,9
2010,"CHEMUNG","DIRECT PAY POS","Emergency Room",0,3
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",0,1887
2010,"CHEMUNG","FAMILY HEALTH PLUS","Emergency Room",1,1
2010,"CHEMUNG","HEALTHY NEW YORK","Emergency Room",0,121
2010,"CHEMUNG","HEALTHY NEW YORK PLUS","Emergency Room",0,1
2010,"CHEMUNG","MEDICAID","Emergency Room",0,23
2010,"CHEMUNG","MEDICARE","Emergency Room",0,2885
2010,"CHEMUNG","MEDICARE","Emergency Room",1,1
2010,"CHEMUNG","SSA","Emergency Room",0,666
2010,"CHEMUNG","VALUMED","Emergency Room",0,14
2010,"CHENANGO","<UNKNOWN>","Emergency Room",0,43
2010,"CHENANGO","CHILD HEALTH PLUS","Emergency Room",0,966
2010,"CHENANGO","COMMERCIAL","Emergency Room",0,8077
2010,"CHENANGO","COMMERCIAL","Emergency Room",1,7
2010,"CHENANGO","DIRECT PAY HMO","Emergency Room",0,2
2010,"CHENANGO","DIRECT PAY POS","Emergency Room",0,3
2010,"CHENANGO","FAMILY HEALTH PLUS","Emergency Room",0,33
2010,"CHENANGO","HEALTHY NEW YORK","Emergency Room",0,74
2010,"CHENANGO","MEDICAID","Emergency Room",0,176
2010,"CHENANGO","MEDICARE","Emergency Room",0,838
2010,"CHENANGO","SSA","Emergency Room",0,37
2010,"CHENANGO","VALUMED","Emergency Room",0,10
2010,"CLINTON","<UNKNOWN>","Emergency Room",0,12
2010,"CLINTON","CHILD HEALTH PLUS","Emergency Room",0,732
2010,"CLINTON","COMMERCIAL","Emergency Room",0,9824
2010,"CLINTON","FAMILY HEALTH PLUS","Emergency Room",0,11
2010,"CLINTON","HEALTHY NEW YORK","Emergency Room",0,125
2010,"CLINTON","MEDICARE","Emergency Room",0,497
2010,"CLINTON","SSA","Emergency Room",0,69
2010,"CLINTON","VALUMED","Emergency Room",0,9
2010,"COLUMBIA","<UNKNOWN>","Emergency Room",0,1
2010,"COLUMBIA","COMMERCIAL","Emergency Room",0,225
2010,"COLUMBIA","MEDICARE","Emergency Room",0,3
2010,"COLUMBIA","SSA","Emergency Room",0,64
2010,"CORTLAND","<UNKNOWN>","Emergency Room",0,64
2010,"CORTLAND","CHILD HEALTH PLUS","Emergency Room",0,606
2010,"CORTLAND","COMMERCIAL","Emergency Room",0,12778
2010,"CORTLAND","COMMERCIAL","Emergency Room",1,2
2010,"CORTLAND","DIRECT PAY POS","Emergency Room",0,4
2010,"CORTLAND","FAMILY HEALTH PLUS","Emergency Room",0,7
2010,"CORTLAND","HEALTHY NEW YORK","Emergency Room",0,163
2010,"CORTLAND","MEDICAID","Emergency Room",0,40
2010,"CORTLAND","MEDICARE","Emergency Room",0,816
2010,"CORTLAND","SSA","Emergency Room",0,111
2010,"CORTLAND","VALUMED","Emergency Room",0,3
2010,"DELAWARE","<UNKNOWN>","Emergency Room",0,30
2010,"DELAWARE","CHILD HEALTH PLUS","Emergency Room",0,449
2010,"DELAWARE","COMMERCIAL","Emergency Room",0,4629
2010,"DELAWARE","DIRECT PAY POS","Emergency Room",0,6
2010,"DELAWARE","FAMILY HEALTH PLUS","Emergency Room",0,3
2010,"DELAWARE","HEALTHY NEW YORK","Emergency Room",0,57
2010,"DELAWARE","MEDICAID","Emergency Room",0,91
2010,"DELAWARE","MEDICARE","Emergency Room",0,471
2010,"DELAWARE","MEDICARE","Emergency Room",1,1
2010,"DELAWARE","SSA","Emergency Room",0,92
2010,"DELAWARE","VALUMED","Emergency Room",0,6
2010,"DUTCHESS","COMMERCIAL","Emergency Room",0,384
2010,"DUTCHESS","DIRECT PAY POS","Emergency Room",0,2
2010,"DUTCHESS","HEALTHY NEW YORK","Emergency Room",0,2
2010,"DUTCHESS","MEDICARE","Emergency Room",0,3
2010,"DUTCHESS","SSA","Emergency Room",0,4
2010,"ERIE","<UNKNOWN>","Emergency Room",0,136
2010,"ERIE","CHILD HEALTH PLUS","Emergency Room",0,4144
2010,"ERIE","COMMERCIAL","Emergency Room",0,15663
2010,"ERIE","COMMERCIAL","Emergency Room",1,6
2010,"ERIE","DIRECT PAY HMO","Emergency Room",0,32
2010,"ERIE","DIRECT PAY POS","Emergency Room",0,4
2010,"ERIE","FAMILY HEALTH PLUS","Emergency Room",0,6430
2010,"ERIE","FAMILY HEALTH PLUS","Emergency Room",1,9
2010,"ERIE","HEALTHY NEW YORK","Emergency Room",0,1602
2010,"ERIE","HEALTHY NEW YORK PLUS","Emergency Room",0,17
2010,"ERIE","MEDICAID","Emergency Room",0,43127
2010,"ERIE","MEDICAID","Emergency Room",1,30
2010,"ERIE","MEDICARE","Emergency Room",0,14246
2010,"ERIE","MEDICARE","Emergency Room",1,7
2010,"ERIE","SSA","Emergency Room",0,147
2010,"ERIE","VALUMED","Emergency Room",0,128
2010,"ESSEX","<UNKNOWN>","Emergency Room",0,14
2010,"ESSEX","CHILD HEALTH PLUS","Emergency Room",0,365
2010,"ESSEX","COMMERCIAL","Emergency Room",0,3943
2010,"ESSEX","COMMERCIAL","Emergency Room",1,1
2010,"ESSEX","DIRECT PAY POS","Emergency Room",0,1
2010,"ESSEX","FAMILY HEALTH PLUS","Emergency Room",0,4
2010,"ESSEX","HEALTHY NEW YORK","Emergency Room",0,106
2010,"ESSEX","MEDICARE","Emergency Room",0,451
2010,"ESSEX","SSA","Emergency Room",0,72
2010,"ESSEX","VALUMED","Emergency Room",0,10
2010,"FRANKLIN","<UNKNOWN>","Emergency Room",0,9
2010,"FRANKLIN","CHILD HEALTH PLUS","Emergency Room",0,637
2010,"FRANKLIN","COMMERCIAL","Emergency Room",0,5397
2010,"FRANKLIN","COMMERCIAL","Emergency Room",1,2
2010,"FRANKLIN","DIRECT PAY HMO","Emergency Room",0,4
2010,"FRANKLIN","DIRECT PAY POS","Emergency Room",0,2
2010,"FRANKLIN","FAMILY HEALTH PLUS","Emergency Room",0,13
2010,"FRANKLIN","HEALTHY NEW YORK","Emergency Room",0,173
2010,"FRANKLIN","MEDICAID","Emergency Room",0,4
2010,"FRANKLIN","MEDICARE","Emergency Room",0,304
2010,"FRANKLIN","SSA","Emergency Room",0,67
2010,"FRANKLIN","VALUMED","Emergency Room",0,6
2010,"FULTON","<UNKNOWN>","Emergency Room",0,1
2010,"FULTON","CHILD HEALTH PLUS","Emergency Room",0,54
2010,"FULTON","COMMERCIAL","Emergency Room",0,2451
2010,"FULTON","HEALTHY NEW YORK","Emergency Room",0,40
2010,"FULTON","MEDICAID","Emergency Room",0,4
2010,"FULTON","MEDICARE","Emergency Room",0,76
2010,"FULTON","SSA","Emergency Room",0,12
2010,"GENESEE","<UNKNOWN>","Emergency Room",0,124
2010,"GENESEE","CHILD HEALTH PLUS","Emergency Room",0,6
2010,"GENESEE","COMMERCIAL","Emergency Room",0,4685
2010,"GENESEE","DIRECT PAY HMO","Emergency Room",0,1
2010,"GENESEE","HEALTHY NEW YORK","Emergency Room",0,136
2010,"GENESEE","MEDICAID","Emergency Room",0,72
2010,"GENESEE","MEDICARE","Emergency Room",0,326
2010,"GENESEE","MEDICARE","Emergency Room",1,1
2010,"GENESEE","SSA","Emergency Room",0,5
2010,"GREENE","<UNKNOWN>","Emergency Room",0,2
2010,"GREENE","COMMERCIAL","Emergency Room",0,131
2010,"GREENE","MEDICARE","Emergency Room",0,1
2010,"GREENE","SSA","Emergency Room",0,16
2010,"HAMILTON","CHILD HEALTH PLUS","Emergency Room",0,13
2010,"HAMILTON","COMMERCIAL","Emergency Room",0,221
2010,"HAMILTON","HEALTHY NEW YORK","Emergency Room",0,7
2010,"HAMILTON","MEDICAID","Emergency Room",0,3
2010,"HAMILTON","MEDICARE","Emergency Room",0,51
2010,"HERKIMER","<UNKNOWN>","Emergency Room",0,22
2010,"HERKIMER","CHILD HEALTH PLUS","Emergency Room",0,313
2010,"HERKIMER","CHILD HEALTH PLUS","Emergency Room",1,1
2010,"HERKIMER","COMMERCIAL","Emergency Room",0,5684
2010,"HERKIMER","COMMERCIAL","Emergency Room",1,4
2010,"HERKIMER","FAMILY HEALTH PLUS","Emergency Room",0,99
2010,"HERKIMER","HEALTHY NEW YORK","Emergency Room",0,155
2010,"HERKIMER","MEDICAID","Emergency Room",0,1442
2010,"HERKIMER","MEDICAID","Emergency Room",1,4
2010,"HERKIMER","MEDICARE","Emergency Room",0,1902
2010,"HERKIMER","SSA","Emergency Room",0,37
2010,"HERKIMER","VALUMED","Emergency Room",0,18
2010,"JEFFERSON","<UNKNOWN>","Emergency Room",0,30
2010,"JEFFERSON","CHILD HEALTH PLUS","Emergency Room",0,1841
2010,"JEFFERSON","COMMERCIAL","Emergency Room",0,5203
2010,"JEFFERSON","DIRECT PAY POS","Emergency Room",0,2
2010,"JEFFERSON","FAMILY HEALTH PLUS","Emergency Room",0,51
2010,"JEFFERSON","HEALTHY NEW YORK","Emergency Room",0,319
2010,"JEFFERSON","MEDICAID","Emergency Room",0,2
2010,"JEFFERSON","MEDICARE","Emergency Room",0,1031
2010,"JEFFERSON","SSA","Emergency Room",0,437
2010,"JEFFERSON","VALUMED","Emergency Room",0,6
2010,"KINGS","<UNKNOWN>","Emergency Room",0,2
2010,"KINGS","COMMERCIAL","Emergency Room",0,91
2010,"KINGS","MEDICAID","Emergency Room",0,1
2010,"KINGS","MEDICARE","Emergency Room",0,2
2010,"LEWIS","<UNKNOWN>","Emergency Room",0,10
2010,"LEWIS","CHILD HEALTH PLUS","Emergency Room",0,592
2010,"LEWIS","COMMERCIAL","Emergency Room",0,2185
2010,"LEWIS","FAMILY HEALTH PLUS","Emergency Room",0,13
2010,"LEWIS","HEALTHY NEW YORK","Emergency Room",0,149
2010,"LEWIS","MEDICAID","Emergency Room",0,4
2010,"LEWIS","MEDICARE","Emergency Room",0,354
2010,"LEWIS","SSA","Emergency Room",0,45
2010,"LEWIS","VALUMED","Emergency Room",0,7
2010,"LIVINGSTON","<UNKNOWN>","Emergency Room",0,56
2010,"LIVINGSTON","CHILD HEALTH PLUS","Emergency Room",0,600
